on_street_name,danger_score
Forest Avenue,276
Forest Hill Road,44
Forest Park Drive,6
Forest Parkway,8
Forley Street,8
Forrest Street,1
Forsyth Street,16
Fort George Avenue,6
Fort George Hill,20
Fort Greene Place,8
Fort Hamilton Parkway,133
Fort Independence Street,6
Fort Place,7
Fort Washington Avenue,53
Foster Avenue,195
Foster Road,14
Fountain Avenue,68
Four Corners Road,9
Fowler Avenue,6
Fox Hill Terrace,1
Fox Street,16
Frame Place,1
Francis Lewis Boulevard,229
Frankfort Street,7
Franklin Avenue,160
Franklin Place,2
Franklin Street,53
Frawley Circle,1
Freeman Street,30
Freeport Loop,2
Fremont Avenue,1
Fresh Meadow Lane,5
Fresh Pond Road,80
Friel Place,1
Frisby Avenue,10
Frisco Avenue,1
Front Street,17
Frost Street,8
Fteley Avenue,26
Fuller Place,1
Fuller Street,1
Fulton Avenue,43
Fulton Street,579
Furman Avenue,8
Furman Street,24
G.C.P. / Jewel (Cdr),1
G.C.P. / L.I.E (Cdr),1
G.C.P. / Laguardia (Cdr),1
Gale Avenue,4
Gallatin Place,1
Gansevoort Boulevard,4
Garden Street,11
Gardner Avenue,7
Garfield Avenue,1
Garfield Place,4
Garfield Street,1
Garnet Street,8
Garretson Avenue,6
Garrison Avenue,28
Gates Avenue,181
Gateway Boulevard,1
Gateway Drive,76
Gatling Place,10
Gauldy Avenue,1
Gem Street,1
Genesee Avenue,7
George Street,12
Georgia Avenue,24
Georgia Road,3
Geranium Avenue,1
Gerard Avenue,58
Gerritsen Avenue,29
Gerry Street,6
Gervil Street,1
Gettysburg Street,4
Giffords Lane,12
Giles Place,3
Gillespie Avenue,1
Gillmore Street,6
Gipson Street,7
Givan Avenue,26
Glassboro Avenue,2
Gleane Street,7
Gleason Avenue,36
Glebe Avenue,5
Glen Avenue,1
Glen Street,6
Glendale Court,1
Glenmore Avenue,65
Glenwood Road,170
Glenwood Street,1
Glover Street,1
Goble Place,4
Godwin Terrace,3
Goethals Avenue,8
Goethals Road North,6
Gold Road,1
Gold Street,33
Goodwin Place,1
Gordon Street,18
Gothic Drive,1
Goulden Avenue,10
Gouverneur Avenue,1
Gouverneur Place,2
Gouverneur Street,4
Gowanus Expressway,5
Gowanus Expy (Bqe),275
Gowanus Ramp,15
Grace Avenue,12
Graff Avenue,1
Grafton Street,15
Graham Avenue,110
Gramercy Park North,3
Grand Army Plaza,20
Grand Avenue,163
Grand Central Parkway,91
Grand Central Pkwy,1364
Grand Concourse,456
Grand Street,255
Grandview Avenue,31
Granger Street,2
Granite Street,2
Grant Avenue,30
Grant Circle,4
Grant Highway,30
Grant Place,3
Grasmere Avenue,1
Grassmere Terrace,10
Grattan Street,3
Graves Street,3
Gravesend Neck Road,12
Grayson Street,5
Great Jones Street,1
Great Kills Road,6
Greaves Avenue,10
Greaves Lane,3
Greeley Avenue,11
Green Street,3
Greencroft Avenue,1
Greene Avenue,72
Greene Street,3
Greenfield Avenue,1
Greenpoint Avenue,98
Greentree Lane,1
Greenway Drive,1
Greenway Terrace,3
Greenwich Avenue,6
Greenwich Street,42
Greenwood Avenue,6
Grenada Place,4
Grenfell Street,5
Greystone Avenue,10
Grimsby Street,1
Grinnell Place,3
Griswold Avenue,5
Grote Street,4
Grove Street,35
Guerlain Street,5
Guernsey Street,3
Guider Avenue,15
Gunther Avenue,22
Gunther Place,1
Gurley Avenue,6
Guyon Avenue,6
Gwenn Loop,1
H Peck Avenue,1
Hagaman Place,1
Haight Avenue,8
Hale Avenue,13
Hale Street,1
Hall Place,2
Hall Street,3
Halleck Street,14
Halpin Avenue,1
Halsey Street,126
Hamilton Avenue,121
Hamilton Place,19
Hamilton Terrace,2
Hammersley Avenue,20
Hampden Place,1
Hampton Avenue,5
Hampton Place,4
Hampton Street,9
Hancock Place,5
Hancock Street,48
Hannah Street,3
Hannibal Street,4
Hanover Avenue,1
Hanover Square,2
Hanover Street,6
Hanson Place,10
Harbor Road,13
Harding Avenue,10
Harding Park,3
Haring Street,5
Harkness Avenue,5
Harlem River Drive,309
Harlem River Drive Ramp,1
Harlem River Park,3
Harman Street,29
Harold Avenue,1
Harold Street,1
Harper Avenue,5
Harper Court,3
Harrington Avenue,1
Harrison Avenue,38
Harrison Place,7
Harrison Street,1
Harrod Avenue,12
Harrod Place,3
Harrow Street,5
Hart Boulevard,1
Hart Place,1
Hart Street,37
Hartman Lane,7
Harvest Avenue,2
Harway Avenue,6
Hastings Street,2
Hatfield Place,1
Haughwout Avenue,3
Hausman Street,4
Havemeyer Avenue,15
Havemeyer Street,18
Haven Avenue,8
Haviland Avenue,15
Hawthorne Avenue,2
Hawthorne Street,27
Hawtree Creek Road,2
Hawtree Street,4
Hay Street,3
Hazen Street,12
Heaney Avenue,1
Heath Avenue,16
Heathcote Avenue,4
Heberton Avenue,2
Hegeman Avenue,107
Heinz Avenue,1
Hemlock Street,18
Hempstead Avenue,95
Henderson Avenue,23
Hendricks Avenue,7
Hendrickson Street,10
Hendrix Street,37
Hennessey Place,1
Henry Hudson Parkway,528
Henry Hudson Parkway Ramp,4
Henry Place,3
Henry Street,52
Henshaw Street,1
Henwood Place,1
Herbert Street,9
Hering Avenue,7
Herkimer Place,5
Herkimer Street,82
Hermany Avenue,5
Herschell Street,1
Herzl Street,11
Hester Street,18
Hett Avenue,3
Heusden Street,3
Hewes Street,6
Hewitt Place,2
Hewlett Street,3
Heyson Road,5
Heyward Street,6
Hickory Avenue,3
Hicks Street,66
Highland Avenue,9
Highland Boulevard,21
Highland Place,5
Highlawn Avenue,11
Hilburn Avenue,2
Hill Avenue,4
Hill Street,18
Hillel Place,1
Hillman Avenue,1
Hillside Avenue,284
Hillside Terrace,5
Hillyer Street,6
Himrod Street,41
Hinsdale Street,38
Hitchcock Avenue,1
Hobart Avenue,8
Hobart Street,1
Hoe Avenue,39
Hoffman Drive,4
Hoffman Street,7
Hogan Place,1
Holden Boulevard,1
Holland Avenue,48
Hollers Avenue,8
Hollis Avenue,41
Hollis Court Boulevard,24
Hollis Hills Terrace,1
Holly Avenue,6
Hollywood Avenue,10
Holsman Road,1
Home Lawn Street,12
Home Street,18
Homecrest Avenue,17
Homer Avenue,7
Hone Avenue,19
Honeywell Avenue,6
Honeywell Street,4
Hook Creek Boulevard,59
Hooker Place,3
Hooper Street,13
Hoover Avenue,12
Hope Street,4
Horace Harding Expressway,130
Horatio Street,2
Horizon Lane,1
Hornell Loop,2
Horton Avenue,2
Hosmer Avenue,1
Houseman Avenue,2
Howard Avenue,135
Howard Street,2
Howe Avenue,2
Hoyt Avenue North,32
Hoyt Avenue South,22
Hoyt Street,18
Hubbard Place,2
Hubbard Street,8
Hudson Avenue,3
Hudson Manor Terrace,2
Hudson Parkway,4
Hudson Street,47
Hudson Walk,1
Hughes Avenue,12
Huguenot Avenue,36
Hull Avenue,27
Hull Street,7
Humboldt Street,92
Humphreys Street,7
Hunt Avenue,2
Hunter Avenue,19
Hunter Street,1
Hunterfly Place,5
Hunters Point Avenue,37
Huntington Avenue,2
Huntington Street,12
Hunts Point Avenue,91
Huron Street,6
Hurst Street,1
Husson Avenue,1
Husson Street,1
Hutchinson Avenue,2
Hutchinson River Parkway,209
Hutchinson River Parkway East,10
Hutchinson River Parkway Ramp,4
Huxley Avenue,2
Huxley Street,9
Hylan Boulevard,382
Hymen Court,1
Ilion Avenue,4
Ilyse Court,3
Ilyssa Way,2
Independence Avenue,12
India Street,10
Ingraham Street,6
Innis Street,10
Intervale Avenue,55
Inwood Avenue,9
Inwood Street,23
Ionia Avenue,3
Irving Avenue,96
Irving Place,7
Irwin Avenue,3
Isham Street,7
Ithaca Street,2
Ittner Place,1
Jackie Robinson Pkwy,525
Jackson Avenue,98
Jackson Mill Road,1
Jackson Street,13
Jacobus Place,2
Jacques Avenue,4
Jake Court,1
Jamaica Avenue,540
James Street,3
Jamie Lane,1
Jane Street,5
Jardine Place,2
Jarvis Avenue,9
Jasmine Avenue,1
Java Street,8
Jay Street,86
Jeanette Avenue,2
Jefferson Avenue,54
Jefferson Boulevard,5
Jefferson Place,5
Jefferson Street,39
Jennifer Lane,1
Jennings Street,12
Jerome Avenue,528
Jerome Street,27
Jersey Street,28
Jesup Avenue,22
Jewel Avenue,34
Jewel Street,5
Jewett Avenue,18
Jodie Court,2
John Street,13
Johnson Avenue,71
Johnson Street,20
Joline Avenue,4
Joralemon Street,17
Jordan Avenue,1
Judge Street,4
Jules Drive,11
Juliana Place,3
Jumel Place,2
Jumel Terrace,1
Junction Boulevard,89
Juniper Avenue,4
Juniper Boulevard North,15
Juniper Boulevard South,14
Juniper Valley Road,7
Junius Street,44
Juno Street,3
Justice Avenue,9
K 186th Lane,1
Kalmia Avenue,1
Kalver Place,3
Kane Street,1
Kappock Street,7
Katan Avenue,14
Katonah Avenue,20
Keap Street,11
Kearney Avenue,6
Keegans Lane,1
Keeseville Avenue,6
Kell Avenue,1
Kelly Boulevard,5
Kelly Street,26
Kenilworth Avenue,3
Kenilworth Place,4
Kenmare Street,28
Kennedy Street,13
Kensington Avenue,4
Kensington Street,1
Kent Avenue,113
Kent Street,12
Kepler Avenue,1
Kermit Place,3
Kessel Street,1
Kew Forest Lane,1
Kimball Street,7
Kimberly Place,1
King Avenue,3
King Road,1
King Street,5
Kinghorn Street,1
Kings College Place,1
Kings Highway,426
Kings Place,1
Kingsborough 2nd Walk,1
Kingsborough 3rd Walk,4
Kingsborough 4th Walk,1
Kingsborough 5th Walk,1
Kingsborough 7th Walk,1
Kingsbridge Avenue,18
Kingsbridge Terrace,25
Kingsland Avenue,48
Kingsley Avenue,1
Kingston Avenue,83
Kingston Place,4
Kinsella Street,2
Kirshon Avenue,1
Kissena Boulevard,110
Kiswick Street,2
Klondike Avenue,8
Knapp Street,33
Knauth Place,1
Knickerbocker Avenue,159
Knolls Crescent,3
Knox Place,3
Koch Boulevard,3
Korean War Vets Parkway,45
Kosciusko Bridge,2
Kosciuszko Street,33
Kossuth Avenue,7
Kossuth Place,2
Kramer Street,2
Kreischer Street,1
L.I.E / G.C.P (Cdr),1
Laburnum Avenue,12
Lacombe Avenue,11
Laconia Avenue,74
Lafayette Avenue,212
Lafayette Street,42
Lafontaine Avenue,7
Laguardia Avenue,5
Laguardia Place,11
Lahn Street,1
Laight Street,6
Lake Avenue,5
Lake Street,6
Lake View Place,5
Lakeview Boulevard East,4
Lakeview Lane,4
Lakewood Avenue,8
Lamberts Lane,13
Lamoka Avenue,1
Lamont Avenue,5
Lamport Boulevard,3
Lancaster Avenue,1
Landing Road,4
Lanett Avenue,1
Langham Street,1
Lansing Avenue,3
Lasalle Avenue,2
Lasalle Street,8
Latimer Place,2
Laurel Avenue,5
Laurel Hill Boulevard,16
Laurel Hill Terrace,11
Laurelton Parkway,200
Laurie Avenue,1
Lawrence Avenue,9
Lawrence Street,15
Lawton Avenue,1
Lawton Street,4
Lax Avenue,1
Layton Avenue,6
Layton Street,1
Leavitt Street,15
Lebanon Street,1
Lee Avenue,31
Lefferts Avenue,46
Lefferts Boulevard,143
Lefferts Place,5
Leggett Avenue,19
Legion Street,9
Leigh Avenue,1
Leland Avenue,22
Lenevar Avenue,5
Lenox Avenue,193
Lenox Road,118
Lenox Terrace Place,1
Leonard Avenue,4
Leonard Street,33
Leroy Street,2
Leverett Avenue,4
Lewis Avenue,85
Lewis Place,1
Lewiston Street,4
Lexington Avenue,368
Liberty Avenue,411
Liberty Plaza,2
Liberty Street,23
Library Avenue,3
Lie Lower Level (Cdr),3
Lie Outer Roadway (Cdr),3
Liebig Avenue,2
Light Street,7
Lily Pond Avenue,17
Lincoln Avenue,65
Lincoln Place,42
Lincoln Road,7
Lincoln Street,6
Lindbergh Avenue,1
Linden Boulevard,1002
Linden Place,24
Linden Street,44
Lindenwood Road,1
Linton Place,1
Linwood Street,30
Lion Street,2
Lisk Avenue,3
Little Clove Road,5
Little Neck Parkway,54
Little West 12th Street,2
Livermore Avenue,5
Liverpool Street,11
Livingston Avenue,1
Livingston Street,47
Livonia Avenue,118
Llewellyn Place,2
Lloyd Street,1
Lockman Avenue,4
Lockman Place,1
Locust Avenue,4
Locust Street,1
Lodovick Avenue,3
Logan Avenue,13
Logan Street,61
Lombardy Street,8
Long Island Expressway,1548
Long Island Expressway (Cdr),3
Long Street,10
Longfellow Avenue,37
Longstreet Avenue,2
Longwood Avenue,45
Lorillard Place,2
Lorimer Street,74
Loring Avenue,19
Loring Place North,10
Loring Place South,5
Lorraine Street,15
Lott Avenue,40
Lott Street,2
Loubet Street,5
Louis Place,3
Louisiana Avenue,33
Low Terrace,1
Lowell Street,2
Lowerre Place,1
Lucas Street,1
Lucerne Street,2
Ludlam Place,1
Ludlow Street,40
Ludlum Avenue,1
Ludwig Lane,3
Luquer Street,2
Lurting Avenue,9
Luten Avenue,3
Lutheran Avenue,1
Lydig Avenue,21
Lyman Avenue,1
Lyman Place,1
Lyman Street,3
Lynch Street,4
Lyon Avenue,4
Lyvere Street,5
Mac Dougal Street,8
Mac Gregor Street,1
Macdonough Place,7
Macdonough Street,40
Macdougal Street,13
Mace Avenue,34
Macombs Dam Bridge,48
Macombs Place,23
Macombs Road,39
Macon Street,16
Macy Place,4
Madison Avenue,314
Madison Avenue Bridge,1
Madison Place,2
Madison Street,113
Magaw Place,3
Magenta Street,11
Maguire Avenue,6
Mahan Avenue,1
Maiden Lane,19
Main Avenue,4
Main Street,206
Maitland Avenue,1
Major Deegan Expressway,1069
Major Deegan Expressway Ramp,4
Mallow Street,1
Malta Street,6
Mangin Avenue,17
Manhattan Avenue,167
Manhattan Br Lower,1
Manhattan Br Upper,5
Manhattan Bridge,2
Manhattan College Parkway,9
Manhattan Court,2
Manida Street,12
Mann Avenue,1
Manor Avenue,14
Manor Road,65
Manse Street,1
Mansion Avenue,1
Mansion Street,1
Manton Street,3
Mapes Avenue,10
Maple Avenue,10
Maple Parkway,1
Maple Street,19
Maran Place,2
Marathon Parkway,14
Marble Hill Avenue,7
Marconi Place,1
Marcus Garvey Boulevard,103
Marcy Avenue,107
Marcy Place,9
Marengo Street,1
Marginal St East,3
Marine Avenue,2
Marine Parkway,2
Marine Parkway Bridge,1
Marine Way,1
Mariners Lane,1
Marion Avenue,49
Marion Street,9
Market Slip,4
Market Street,4
Markwood Road,1
Marlborough Road,13
Marmion Avenue,13
Marne Place,3
Marolla Place,3
Mars Place,3
Marscher Place,1
Marsden Street,4
Martense Avenue,5
Martense Street,16
Martha Avenue,2
Martin Avenue,3
Martin Luther King Jr,14
Martling Avenue,7
Marvin Road,1
Mary Street,1
Maryland Avenue,1
Mason Avenue,13
Maspeth Avenue,29
Matilda Avenue,3
Matthews Avenue,11
Matthewson Road,1
Maujer Street,21
Maurice Avenue,54
Mayda Road,7
Mayfair Drive South,3
Mayflower Avenue,3
Mc Clancy Place,2
Mc Donald Avenue,165
Mc Guinness Blvd South,6
Mc Guinness Boulevard,76
Mc Keever Place,3
Mc Kibbin Street,7
Mc Kinley Avenue,9
Mcbaine Avenue,1
Mcbride Street,4
Mcclean Avenue,19
Mcclellan Street,8
Mcdonald Street,1
Mcgraw Avenue,6
Mclaughlin Avenue,4
Meadow Lane,1
Meadow Street,11
Meeker Avenue,95
Meisner Avenue,1
Melbourne Avenue,4
Melrose Avenue,76
Melrose Street,7
Melville Street,2
Melvin Avenue,4
Memphis Avenue,2
Menahan Street,20
Mentone Avenue,3
Mercer Street,14
Meredith Avenue,2
Merivale Lane,1
Merle Place,5
Mermaid Avenue,53
Merriam Avenue,10
Merrick Boulevard,329
Merrill Avenue,3
Merrill Street,2
Merritt Avenue,7
Merry Avenue,1
Merrymount Street,1
Mersereau Avenue,1
Meserole Avenue,17
Meserole Street,19
Metcalf Avenue,31
Metropolitan Avenue,402
Metropolitan Oval,15
Metrotech Center,9
Mexico Street,1
Meyer Avenue,1
Mickle Avenue,9
Middagh Street,2
Middlemay Circle,1
Middleton Street,11
Middletown Road,12
Midland Avenue,14
Midland Parkway,9
Midwood Street,17
Milburn Street,1
Mildred Avenue,1
Miles Avenue,14
Milford Drive,16
Milford Street,11
Mill Avenue,20
Mill Road,3
Mill Street,2
Millennium Loop,1
Miller Avenue,51
Mills Avenue,6
Milton Avenue,1
Milton Street,2
Minna Street,1
Minnieford Avenue,4
Minton Street,1
Mitchell Place,1
Mobile Avenue,3
Moffat Street,11
Mohegan Avenue,2
Monitor Street,16
Monroe Avenue,22
Monroe Place,3
Monroe Street,28
Montague Street,6
Montauk Avenue,17
Montauk Street,9
Monterey Avenue,3
Montgomery Avenue,9
Montgomery Street,52
Monticello Avenue,4
Montreal Avenue,3
Montrose Avenue,18
Montvale Place,1
Monument Walk,5
Moore Place,1
Moore Street,27
Morgan Avenue,75
Morgan Place,1
Morningside Avenue,19
Morningside Drive,8
Morningstar Road,25
Morris Avenue,208
Morris Park Avenue,134
Morris Street,3
Morrison Avenue,39
Morton Place,3
Morton Street,4
Mosel Avenue,7
Mosholu Avenue,9
Mosholu Parkway,42
Mosholu Parkway Extension,1
Mott Avenue,33
Mott Street,30
Mount Eden Parkway,17
Mount Hope Place,13
Mount Morris Park West,3
Mount Olivet Crescent,1
Mountainview Avenue,1
Mulberry Street,22
Muliner Avenue,3
Mundy Lane,1
Murdock Avenue,63
Murray Street,26
Musket Street,1
Myrtle Avenue,509
Nagle Avenue,53
Nameoke Avenue,2
Nameoke Street,6
Nancy Lane,1
Naples Terrace,1
Narrows Avenue,5
Narrows Road North,42
Narrows Road South,2
Nashville Boulevard,6
Nashville Street,1
Nassau Avenue,27
Nassau Boulevard,4
Nassau Expressway,23
Nassau Place,1
Nassau Street,19
Natick Street,3
National Street,18
Naughton Avenue,2
Nautilus Avenue,1
Navesink Place,1
Navy Street,21
Navy Walk,2
Neal Dow Avenue,2
Needham Avenue,16
Nehring Avenue,1
Neill Avenue,12
Neilson Street,7
Nellis Street,1
Nelson Avenue,38
Nelson Street,7
Neptune Avenue,189
Neptune Lane,3
Neptune Place,3
Nereid Avenue,43
Netherland Avenue,9
Nevins Street,34
New Dorp Lane,26
New Dorp Plaza,3
New England Thruway,22
New Haven Avenue,14
New Jersey Avenue,28
New Lots Avenue,129
New Street,4
New Utrecht Avenue,114
New York Avenue,171
Newark Avenue,3
Newbold Avenue,14
Newburg Street,9
Newel Street,15
Newell Street,1
Newkirk Avenue,57
Newman Avenue,4
Newport Avenue,10
Newport Street,42
Newton Street,2
Newtown Avenue,3
Newtown Road,12
Nichols Avenue,7
Nippon Avenue,3
Noble Avenue,18
Noble Street,2
Noel Avenue,1
Noel Road,1
Noll Street,5
Nome Avenue,14
Norfolk Street,14
Norman Avenue,23
Norman Street,5
North 10th Street,9
North 11th Street,9
North 12th Street,7
North 13th Street,1
North 14th Street,3
North 1st Street,2
North 3rd Street,9
North 4th Street,16
North 5th Street,8
North 6th Street,11
North 7th Street,18
North 8th Street,9
North 9th Street,5
North Avenue,1
North Bridge Street,4
North Burgher Avenue,2
North Conduit Avenue,406
North Drive,1
North Elliott Place,1
North End Avenue,6
North Gannon Avenue,27
North Henry Street,4
North Market Street,1
North Moore Street,8
North Oak Drive,1
North Oxford Street,3
North Oxford Walk,1
North Portland Avenue,20
North Railroad Avenue,7
North Saint Austins Place,1
North Street,3
Northern Boulevard,644
Northfield Avenue,1
Norton Avenue,1
Norton Drive,5
Norwalk Avenue,3
Norway Avenue,3
Norwood Avenue,9
Nostrand Avenue,633
Nunley Court,1
Nurge Avenue,4
Oak Avenue,5
Oak Park Drive,1
Oak Point Avenue,30
Oak Street,2
Oak Terrace,1
Oakdale Street,7
Oakland Avenue,5
Oakland Place,2
Oakley Street,3
Obrien Avenue,1
Occident Avenue,6
Ocean Avenue,423
Ocean Parkway,289
Ocean Terrace,7
Oceania Street,5
Oceanic Avenue,1
Oceanview Avenue,17
Odell Street,4
Ogden Avenue,63
Ogorman Avenue,1
Old Amboy Road,2
Old Broadway,1
Old Kingsbridge Road,1
Old Mill Road,3
Old New Utrecht Road,1
Old Slip,3
Old Town Road,4
Olinville Avenue,25
Olive Street,5
Oliver Place,4
Oliver Street,2
Olmstead Avenue,24
Olympia Boulevard,1
Onderdonk Avenue,27
Oneida Avenue,4
Orange Avenue,1
Orange Street,1
Orchard Beach Road,24
Orchard Street,12
Oriental Boulevard,3
Orinoco Place,1
Orloff Avenue,5
Osborn Street,5
Osborne Place,1
Osgood Avenue,5
Osgood Street,1
Oswego Street,1
Otis Avenue,15
Otto Road,10
Outlook Avenue,3
Overbaugh Place,3
Overing Street,10
Overlook Terrace,10
Ovington Avenue,21
Oxford Avenue,3
Pacific Street,110
Paerdegat 12th Street,1
Paerdegat 2nd Street,1
Paerdegat 3rd Street,3
Paerdegat 7th Street,4
Paerdegat Avenue North,2
Page Avenue,30
Page Place,1
Paidge Avenue,1
Paladino Avenue,3
Palisade Avenue,5
Palisade Place,2
Palma Drive,3
Palmer Avenue,5
Palmetto Street,32
Parade Place,7
Park Avenue,559
Park Avenue South,63
Park Circle,20
Park Drive,8
Park Drive East,12
Park Hill Avenue,20
Park Hill Circle,1
Park Hill Lane,3
Park Lane,1
Park Lane South,37
Park Place,90
Park Row,16
Park Terrace West,1
Parkchester Road,4
Parker Street,4
Parkinson Avenue,2
Parkside Avenue,81
Parkside Place,8
Parkview Avenue,1
Parkview Terrace,1
Parkville Avenue,5
Parrott Place,1
Parsons Boulevard,151
Patchen Avenue,53
Patterson Avenue,1
Paul Avenue,10
Paulding Avenue,55
Payson Avenue,6
Pearl Street,63
Pearsall Avenue,9
Pearson Place,1
Pearson Street,7
Peartree Avenue,1
Peck Avenue,3
Peck Slip,4
Peconic Street,3
Pelham Parkway,15
Pelham Parkway North,20
Pelham Parkway South,36
Pell Place,1
Pelton Avenue,4
Pendleton Place,2
Penelope Avenue,12
Penfield Street,1
Penn Street,5
Pennsylvania Avenue,515
Pennsylvania Plaza,13
Pennyfield Avenue,1
Perkiomen Avenue,3
Perot Street,3
Perry Avenue,30
Perry Street,1
Peters Place,1
Pettit Avenue,2
Philip Avenue,14
Piave Avenue,1
Pidgeon Meadow Road,7
Piedmont Avenue,1
Pierce Avenue,8
Pierce Street,3
Pierrepont Street,5
Pike Slip,1
Pike Street,9
Pilling Street,6
Pilot Street,3
Pine Street,24
Pinegrove Street,6
Pinehurst Avenue,6
Pineville Lane,2
Pinson Street,2
Pitkin Avenue,323
Pitman Avenue,19
Pitt Street,22
Plainview Avenue,3
Platinum Avenue,4
Platt Street,3
Plattsburg Street,3
Plattwood Avenue,1
Plaza Street East,9
Pleasant Avenue,5
Pleasant Place,1
Pleasantview Street,5
Plimpton Avenue,14
Plumb 1st Street,4
Plumb 2nd Street,2
Plymouth Avenue,1
Polhemas Avenue,4
Polhemus Place,1
Police Plaza,2
Poly Place,4
Pompey Avenue,1
Pond Place,3
Pontiac Place,1
Ponton Avenue,4
Popham Avenue,3
Poplar Avenue,1
Poplar Street,2
Pople Avenue,1
Poppenhusen Avenue,1
Port Richmond Avenue,31
Portage Avenue,3
Portal Street,2
Porter Avenue,13
Post Avenue,32
Post Road,7
Powell Avenue,6
Powell Street,17
Powells Cove Boulevard,4
Powers Avenue,3
Powers Street,3
Poyer Street,3
Pratt Avenue,8
Prentiss Avenue,4
Prescott Avenue,6
President Street,47
Preston Court,8
Prince Street,51
Princeton Street,14
Prospect Avenue,138
Prospect Court,1
Prospect Expressway,4
Prospect Expressway East,66
Prospect Park Southwest,18
Prospect Park West,26
Prospect Place,56
Prospect Street,24
Provost Avenue,10
Provost Street,9
Pugsley Avenue,25
Pulaski Avenue,4
Pulaski Bridge,13
Pulaski Street,31
Purdy Avenue,2
Purdy Street,6
Puritan Avenue,1
Putnam Avenue,64
Putnam Avenue West,4
Putnam Place,3
Quarry Road,5
Quay Street,1
Queen Street,1
Queens Boulevard,586
Queens Midtown Tunnel,2
Queens Midtown Tunnel Exit,6
Queens Plaza North,25
Queens Plaza South,69
Queens Street,1
Queensboro Bridge,17
Queensboro Bridge Lower,7
Queensboro Bridge Lower Roadway,5
Queensboro Bridge Upper,6
Queensboro Bridge Upper Roadway,6
Quencer Road,4
Quentin Road,73
Quince Avenue,3
Quincy Avenue,11
Quincy Street,28
Quinn Street,4
Quintard Street,2
R 10th Street,1
Racal Court,3
Radcliff Avenue,8
Radnor Road,1
Radnor Street,1
Rae Avenue,3
Railroad Avenue,3
Raleigh Place,3
Ralph Avenue,336
Ramona Avenue,1
Randall Avenue,94
Randolph Street,2
Rapelye Street,1
Raritan Avenue,1
Rathbun Avenue,3
Raymond Place,1
Reade Street,11
Reads Lane,1
Rector Place,8
Rector Street,1
Redfern Avenue,5
Redwood Avenue,1
Reed Street,2
Reeds Mill Lane,8
Reeve Place,1
Reeves Avenue,6
Regal Walk,1
Regent Place,6
Regina Avenue,1
Regis Drive,10
Reid Avenue,77
Remington Street,11
Remsen Avenue,271
Remsen Place,3
Remsen Street,7
Renwick Avenue,1
Renwick Street,1
Reon Avenue,4
Reservoir Avenue,36
Reservoir Oval East,2
Reservoir Oval West,2
Retford Avenue,1
Revere Avenue,8
Revere Place,2
Review Avenue,25
Review Place,1
Rewe Street,3
Reynolds Avenue,1
Rhinelander Avenue,27
Richards Street,5
Richardson Avenue,5
Richardson Street,12
Richmond Avenue,313
Richmond Hill Road,43
Richmond Road,162
Richmond Street,3
Richmond Terrace,148
Richmond Valley Road,4
Rider Avenue,6
Ridge Boulevard,32
Ridge Street,9
Ridgecrest Avenue,1
Ridgewood Avenue,75
Ridgewood Place,2
Riedel Avenue,1
Rio Drive,1
Ritter Place,1
River Avenue,83
River Road,1
River Street,1
Riverdale Avenue,130
Riverside Boulevard,6
Riverside Drive,196
Riverton Street,1
Rivington Avenue,6
Rivington Street,15
Robert F Wagner Place,6
Roberts Avenue,5
Robertson Place,3
Robin Lane,1
Robinson Street,11
Rochambeau Avenue,8
Rochester Avenue,91
Rockaway Avenue,297
Rockaway Beach Boulevard,97
Rockaway Boulevard,379
Rockaway Freeway,43
Rockaway Parkway,374
Rockaway Point Boulevard,7
Rockefeller Plaza,1
Rockland Avenue,28
Rockwell Place,3
Rockwood Street,2
Rocky Hill Road,7
Rodman Place,1
Rodney Street,15
Roebling Street,38
Roff Street,2
Rogers Avenue,243
Rogers Place,4
Roma Avenue,4
Rombouts Avenue,11
Rome Drive,1
Roosevelt Avenue,201
Roosevelt Drive,1
Roosevelt Place,1
Ropes Avenue,7
Rose Avenue,3
Rosebank Place,2
Rosedale Avenue,49
Rosewood Place,2
Ross Avenue,3
Ross Street,12
Rossville Avenue,7
Roswell Avenue,1
Rowland Street,3
Royce Place,3
Ruby Street,1
Rugby Road,10
Rumson Road,1
Rupert Avenue,1
Ruppert Place,1
Russek Drive,1
Russell Street,8
Rust Street,8
Rutgers Slip,3
Rutgers Street,2
Rutherford Place,1
Rutland Road,66
Rutledge Avenue,1
Rutledge Street,10
Ryan Court,1
Ryawa Avenue,1
Ryder Avenue,1
Ryder Street,1
Ryer Avenue,29
Ryerson Street,1
Sable Avenue,2
Sacket Avenue,1
Sackett Street,17
Sackman Street,18
Sagamore Avenue,1
Saint Albans Place,1
Saint Anns Avenue,104
Saint Clair Place,10
Saint Edwards Street,14
Saint Felix Avenue,1
Saint Felix Street,2
Saint Francis Place,1
Saint James Place,23
Saint John Avenue,2
Saint Johns Avenue,4
Saint Johns Place,167
Saint Jude Place,2
Saint Lawrence Avenue,22
Saint Lukes Place,1
Saint Marks Avenue,72
Saint Marks Place,36
Saint Marys Avenue,4
Saint Marys Street,9
Saint Nicholas,7
Saint Nicholas Avenue,313
Saint Nicholas Place,8
Saint Nicholas Terrace,11
Saint Ouen Street,1
Saint Paul Avenue,2
Saint Pauls Avenue,9
Saint Pauls Court,2
Saint Pauls Place,5
Saint Peters Avenue,2
Saint Raymond Avenue,9
